key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,da,fi,hu
Reward_Objective3,Objective 3,Objetivo 3,Objetivo 3,objectivo 3,Aufgabe 3,Objectif 3,Obiettivo 3,cíl 3,cel 3,Цель №3,客観3,목표 3,3. Hedef,目标3,目標3,doelstelling 3,Στόχος 3,Mål 3,Obiectivul 3,Mål 3,мета 3,Цел 3,Mål 3,Tavoite 3,3. célkitűzés
Reward_Objective4,Objective 4,Objetivo 4,Objetivo 4,objectivo 4,Aufgabe  4,Objectif 4,Obiettivo 4,cíl 4,cel 4,Цель №4,対物レンズ4,목표 4,4. Hedef,目标4,目標4,doelstelling 4,Στόχος 4,Mål 4,Obiectivul 4,Mål 4,мета 4,Цел 4,Mål 4,Tavoite 4,4. célkitűzés
Reward_Photos,Photos,Fotos,Fotografías,Fotos,Fotos,Photos,Fotografie,Fotky,Zdjęcia,Фотографии,写真,사진,Fotoğraflar,相片,相片,foto's,φωτογραφίες,Bilder,Fotografii,Foton,фотографії,Снимки,Billeder,Kuvat,fotók
Reward_DNAEvidence,Bone Evidence,Evidência óssea,Evidencia ósea,Evidência óssea,Knochenbeweis,Preuve ADN,Prova: Ossa,Bone Evidence,Dowody kości,Кость (улика),骨の証拠,뼈 증거물,Kemik kanıtı,骨头证据,骨頭證據,Bone Evidence,οστών Αποδεικτικά στοιχεία,Bone Bevis,Dovezi osoase,Ben bevis,Кость Evidence,Bone Доказателство,Bone Evidence,Luu todisteet,csont Bizonyíték
Reward_Insurance,Insurance,Seguro,Seguro,Seguro,Versicherung,Assurance,Assicurazione,Pojištění,Ubezpieczenie,Страховка,保険,보험료,Sigorta,保险金,保險金,Verzekering,ΑΣΦΑΛΙΣΗ,Forsikring,Asigurare,Försäkring,страхування,Застраховка,Forsikring,Vakuutus,Biztosítás
Experience_None,No Experience Gained,Nenhuma experiência ganha.,Ninguna experiencia ganada,Nenhuma experiência Gained,Keine Gewonnene Erfahrung,Aucune expérience acquise,Nessun'esperienza guadagnata,No Zkušenosti získané,Brak zdobytego doświadczenia,Не получено опыта,いいえ経験が得られません,경험치를 획득하지 못했습니다,Hiçbir deneyim kazanılamadı.,未获得经验,未獲得經驗,Geen ervaring die is opgedaan,Δεν εμπειρία που αποκτήθηκε,Ingen lærdom,Nu Experiența acumulată,Ingen erfarenhet intjänad,Немає досвіду Набутий,"Не опита, натрупан",Ingen Erfaringerne,Kokemusta ei saatu,Nem szerzett tapasztalatok
Reward_Total,Total x difficulty multiplier,Total x Multiplicador de Dificuldade,Total x Multiplicador de dificultad,Total x dificuldade multiplicador,Gesamt x Schwierigkeitslevel,Total x Multiplicateur de difficulté,Totale moltiplicatore x difficoltà,Celková x obtížnost multiplikátor,Razem x mnożnik trudności,Общий множитель сложности,総Xの難易乗数,총 보수 x 난이도 계수,Toplam Kazanç,总报酬 x 难度系数,總報酬 x 難度係數,Totaal x moeite multiplier,Σύνολο x δυσκολία πολλαπλασιαστή,Totalt x vanskeligheter multiplikator,Total x dificultate de multiplicare,Total x svårighet multiplikator,Загальний х труднощі множник,Общо х трудност множител,Samlet x vanskelighed multiplikator,Kokonais x vaikeuden kertaaja,Összesen x nehézségi szorzó
Reward_Resume,Resume,Resumo,Continuar,Currículo,Fortsetzen,Résumer,Continua,Životopis,Kontynuuj,Продолжить,履歴書,돌아가기,Devam et,继续,繼續,Hervat,ΒΙΟΓΡΑΦΙΚΟ,Gjenoppta,Relua,Återuppta,Резюме,Продължи,Genoptag,Jatka,Önéletrajz
Failure_Title,Contract Failed,Falha no contrato,Contrato fallido,contrato Falha,Vertrag nicht erfüllt,Échec de contrat,Contratto fallito,smlouva se nezdařilo,Umowa nie powiodła się,Контракт провален,契約に失敗しました,의뢰 수행 실패,Kontrat başarısız,合约失败,合約失敗,contract is mislukt,συμβόλαιο απέτυχε,Kontrakts Mislykket,Contractul a eșuat,Kontrakt misslyckades,Помилка контракту,договор Неуспешно,Kontrakt mislykkedes,Sopimus epäonnistui,A szerződés nem sikerült
Failure_Text,You have failed the job and have lost all of your equipment that you brought with you.,Você falhou no trabalho e perdeu todo o equipamento que levou com você.,Ha fallado el contrato y ha perdido todo su equipamiento,Você falhou o trabalho e perderam todos os seus equipamentos que você trouxe com você.,Ihr Auftrag ist gescheitert und Sie haben Ihre gesamte Ausrüstung die Sie mitgebracht hatten verloren.,Vous avez échoué le travail et avez perdu tout votre équipement que vous avez apporté avec vous.,Hai fallito il lavoro e hai perso tutte le apparecchiature che hai portato con te.,"Jste selhal práci a ztratil všechny své vybavení, které jste si přinesli s sebou.","Praca się nie powiodła, straciłeś swój ekwipunek który ze sobą zabrałeś.",Вы провалили задание и потеряли всё принесённое с собой оборудование.,あなたは仕事に失敗したし、あなたがあなたと持っていること、あなたの機器のすべてを失っています。,의뢰를 실패하고 가져온 장비를 모두 잃었습니다.,Başarısız oldunuz ve yanınızda getirdiğiniz tüm ekipmanınızı kaybettiniz.,你搞砸了，你失去了本局所有装备。,你搞砸了，你失去了本局所有裝備。,U hebt de taak mislukt en hebben al uw apparatuur verloren die bracht je met je mee.,Έχετε αποτύχει τη δουλειά και έχουν χάσει όλα του εξοπλισμού σας που φέρατε μαζί σας.,Du har sviktet jobben og har mistet alt utstyret ditt som du tok med deg.,Ați eșuat locul de muncă și-au pierdut toate echipamentele pe care ai adus cu tine.,Du har misslyckats jobbet och har förlorat all din utrustning som du tog med dig.,"Ви провалили роботу і втратили все своє обладнання, яке ви принесли з собою.","Вие не са успели работата и са загубили всичко на оборудването, което те доведе със себе си.","Du har fejlet jobbet og har mistet alt dit udstyr, som du bragte med dig.",Olet epäonnistunut työssä ja menetit kaikki tavarat mitä toit mukanasi.,"Akkor nem sikerült a feladatot, és elvesztette az összes berendezés, amit magával hozott."
Failure_ContractPay,Contract Pay,Pagamento do contrato,Pago del contrato,contrato Pay,Vertragsauszahlung,Paiement du contrat,Contratto pagato,smlouva Pay,umowa płatna,Вознаграждение,契約ペイ,의뢰 보수,Kontrat Ödemesi,合约支付,合約支付,contract Pay,σύμβαση Pay,Kontrakts Pay,Contract cu plată,Kontrakts Pay,договір Pay,договор Pay,Kontrakt med betalingskanaler,Sopimuksen palkka,szerződés Pay
Store_Title,Equipment Store,Loja de Equipamentos,Tienda de equipamiento,equipamento de loja,Ausrüstungs Laden,Magasin d'équipement,Negozio equipaggiamento,zařízení Store,Wyposażenie Sklepu,Магазин предметов,機器ストア,장비 상점,Ekipman Mağazası,装备商店,裝備商店,Equipment Store,Εξοπλισμός Καταστημάτων,utstyr butikken,Magazin de echipament,Utrustningsaffär,обладнання магазину,Магазин за оборудване,Udstyr Store,Laite-kauppa,Felszerelés Store
Store_Owned,Owned,Possui,En propiedad,Possuído,Im Besitz,Possédée,Di proprietà,vlastnila,Posiadane,Есть,所有,보유 수량,Sahip Olunan,已拥有,已擁有,Bezeten,ανήκει,eies,Deținut,Ägd,належить,Собственост,Ejet,Omistettu,tulajdonú
Brightness_Adjust,Adjust Brightness,Ajustar brilho,Ajustar brillo,ajustar brilho,Helligkeit anpassen,Réglez la luminosité,Regolazione della luminosità,upravte jas,Regulacja jasności,Яркость,明るさを調整します,밝기 조절,Parlaklığı ayarla,调整亮度,調整亮度,Helderheid aanpassen,Ρύθμιση φωτεινότητας,Juster lysstyrke,Ajustarea luminozității,justera ljusstyrka,регулювання яскравості,Регулира яркостта,Juster lysstyrke,Säädä kirkkautta,Fényerő
Brightness_SubTitle,Adjust the brightness setting until the House is barely visible.,Ajuste a configuração do brilho até a casa ficar quase invisível.,Ajuste el brillo hasta que la casa sea apenas visible.,Ajuste o brilho até que a Casa é pouco visível.,Stellen Sie die Helligkeit so ein dass das Haus kaum noch sichtbar ist.,Ajustez le réglage de la luminosité jusqu'à ce que la maison soit à peine visible.,Regola la luminosità fino a quando la casa è appena visibile.,"Upravte nastavení jasu, až se dům je sotva viditelný.",Dostosuj jasność tak aby dom był ledwo widoczny.,"Отрегулируйте яркость так, чтобы дом был чуть виден.",ハウスはかろうじて見えるまで、明るさの設定を調整します。,집이 겨우 보일 때까지 밝기를 조절하세요.,Ev zar zor görünür hale gelene kadar parlaklık ayarını ayarlayın.,请调整亮度设置直到房子隐约可见。,請調整亮度設置直到房子隱約可見。,Pas de helderheid totdat de Tweede Kamer is nauwelijks zichtbaar.,Προσαρμόστε τη ρύθμιση φωτεινότητας μέχρι το σπίτι είναι μόλις ορατή.,Juster lysstyrken til huset er knapt synlig.,Ajustați setarea luminozității până când casa este abia vizibilă.,Justera ljusstyrkan tills huset är knappt synlig.,"Налаштуйте настройки яскравості, поки будинок не буде ледь видно.",Настройка на яркостта и до къщата е почти невидимо.,"Juster lysstyrken, indtil huset er næsten ikke synlige.",Säädä kirkkautta kunnes talo on tuskin näkyvissä.,"A fényerő, amíg a ház alig látható."
Brightness_Confirm,Confirm,Confirmar,Confirmar,confirme,Bestätigen,Confirmer,Conferma,Potvrdit,Potwierdź,Готово,確認,확인,Onayla,确认,確認,Bevestigen,Επιβεβαιώνω,Bekrefte,A confirma,Bekräfta,підтвердження,Потвърждение,Bekræfte,Vahvista,megerősít
Equipment_EMFReader,EMF Reader,Medidor EMF,Medidor EMF,EMF leitor,EMF Reader,Lecteur EMF,Lettore EMF,EMF Reader,Czytnik EMF,Датчик ЭДС,EMFリーダー,EMF 탐지기,EMF Okuyucu,EMF读取仪,EMF讀取儀,EMF Reader,EMF Reader,EMF Reader,EMF Reader,EMF läsare,EMF читання,EMF Reader,EMF Reader,EMF-Lukija,EMF Reader
Equipment_Flashlight,Flashlight,Lanterna,Linterna,Lanterna,Taschenlampe,Lampe de poche,Torcia elettrica,Svítilna,Latarka,Фонарик,懐中電灯,손전등,El feneri,手电筒,手電筒,Zaklamp,Φακός,Lommelykt,Lanternă,Ficklampa,ліхтарик,Фенерче,Lommelygte,Taskulamppu,Zseblámpa
Equipment_PhotoCamera,Photo Camera,Câmera fotográfica,Cámara de fotos,Câmera fotografica,Fotoapparat,Appareil photo,Fotocamera,Fotoaparát,Aparat fotograficzny,Фотокамера,カメラ,카메라,Fotoğraf makinesi,相机,相機,Fotocamera,Φωτογραφική μηχανή,Fotokamera,Cameră foto,Fotokamera,фото камери,Фото Камера,Foto kamera,Kamera,Fényképezőgép
Equipment_Lighter,Lighter,Isqueiro,Mechero,Mais leve,Feuerzeug,Briquet,Accendino,Zapalovač,Zapalniczka,Зажигалка,ライター,라이터,Çakmak,打火机,打火機,Aansteker,Αναπτήρας,Lighter,Mai usoara,Lättare,легше,запалка,lighter,Sytytin,Öngyújtó
Equipment_Candle,Candle,Vela,Vela,Vela,Kerze,Bougie,Candela,Svíčka,Świeca,Свеча,キャンドル,양초,Mum,蜡烛,蠟燭,Kaars,Κερί,Stearinlys,Lumânare,Ljus,свічка,свещ,Lys,Kynttilä,Gyertya
Equipment_Blacklight,UV Light,Lanterna UV,Luz ultravioleta,Luz UV,UV-Licht,Lumière UV,Luce UV,UV Light,Latarka UV,UV-лампа,UVライト,자외선 라이트,UV Işık,紫外线手电筒,紫外線手電筒,UV licht,UV Light,UV-lys,Lumina UV,UV ljus,УФ-випромінювання,UV светлина,UV-lys,UV-valo,UV fény
Equipment_Crucifix,Crucifix,Crucifixo,Crucifijo,Crucifixo,Kruzifix,Crucifix,Crocifisso,Krucifix,Krucyfiks,Распятие,十字架像,십자가,Haç,十字架,十字架,Kruisbeeld,Σταυρός,crucifix,Crucifix,Krucifix,розп'яття,разпятие,Krucifiks,Krusifiksi,Feszület
Equipment_VideoCamera,Video Camera,Câmera de Vídeo,Cámara de vídeo,Câmera de vídeo,Videokamera,Caméra vidéo,Videocamera,Videokamera,Kamera wideo,Видеокамера,ビデオカメラ,비디오 카메라,Video kamera,摄影机,攝影機,Videocamera,Βίντεο κάμερα,videokamera,Cameră video,Videokamera,Відеокамера,Видео камера,Video kamera,Videokamera,Videókamera
Equipment_SpiritBox,Spirit Box,Spirit Box,Spirit Box,espírito Box,Geisterbox,Spirit Box,Scatola spiritica,Spirit Box,Spirit Box,Цифровой диктофон,スピリットボックス,주파수 측정기,Ruh Telsizi,通灵盒,通靈盒,Spirit Box,Spirit Box,Spirit Box,spirit Box,Spirit Box,Box Дух,Spirit Box,Spirit Box,Spirit Box,Spirit Box
Equipment_Salt,Salt,Sal,Sal,Sal,Salz,Sel,Sale,Sůl,Sól,Соль,塩,소금,Tuz,盐,鹽,Zout,Αλας,Salt,Sare,Salt,сіль,Сол,Salt,Suola,Só
Equipment_Sage,Smudge Sticks,Incenso,Varillas de Incienso,smudge Sticks,Räucherstäbchen,Bâton d'encens,Incenso,rozmazání hole,Patyczki rozmazywanie,Благовоние,スマッジスティック,정화 향초,Tütsü,圣木,聖木,smudge Sticks,μουτζούρα Sticks,flekk pinner,bastoane Smudge,Smeta Sticks,Smudge палички,Smudge пръчици,smudge-sticks,Suitsuke,Smudge Sticks
Equipment_Tripod,Tripod,Tripé,Trípode,Tripé,Stativ,Trépied,Treppiedi,Stativ,Statyw,Штатив,三脚,삼각대,Tripot,三脚架,三腳架,Statief,Τρίποδο,Stativ,Trepied,Stativ,тринога,триножник,Stativ,Kolmijalka,Háromlábú
Equipment_StrongFlashlight,Strong Flashlight,Lanterna Forte,Linterna potente,Lanterna forte,Starke Taschenlampe,Lampe de poche puissante,Torcia potente,Strong svítilna,Mocna latarka,Сильный фонарик,強力な懐中電灯,고급 손전등,Güçlü El feneri,强光手电筒,強光手電筒,sterke zaklamp,ισχυρή φακό,sterk lommelykt,Lanternă strong,Stark ficklampa,сильний ліхтарик,Силна Фенерче,stærk lommelygte,Vahva taskulamppu,erős zseblámpa
Equipment_MotionSensor,Motion Sensor,Sensor de Movimento,Sensor de movimiento,Sensor de movimento,Bewegungssensor,Capteur de mouvement,Sensore di movimento,Pohybový senzor,Czujnik ruchu,Датчик движения,モーションセンサー,모션 센서,Hareket sensörü,运动传感器,運動感測器,Bewegingssensor,Αισθητήρας κίνησης,Bevegelsessensor,Senzor de mișcare,Rörelsesensor,датчик руху,Датчик за движение,motion Sensor,Liiketunnistin,Mozgásérzékelő
Equipment_SoundSensor,Sound Sensor,Sensor de Som,Sensor de sonido,Sensor de som,Audio Sensor,Capteur sonore,Sensore sonoro,Snímač zvuku,Czujnik dźwięku,Датчик звука,サウンドセンサー,사운드 센서,Ses Sensörü,声音传感器,聲音感測器,Sound Sensor,Αισθητήρας ήχου,Sound Sensor,Senzor de sunet,Ljudsensor,датчик звуку,Sound Sensor,lydsensor,Äänisensori,Sound Sensor
Equipment_Thermometer,Thermometer,Termômetro,Termómetro,Termômetro,Thermometer,Thermomètre,Termometro,Teploměr,Termometr,Термометр,温度計,온도계,Termometre,温度计,溫度計,Thermometer,Θερμόμετρο,Termometer,Termometru,Termometer,термометр,термометър,Termometer,Lämpömittari,Hőmérő
Equipment_SanityPills,Sanity Pills,Pílulas de Sanidade,Pastillas de cordura,Pills sanidade,Sanity Pillen,Pilules calmantes,Pillole,Sanity pilulky,Pigułki na zdrowie psychiczne,Успокоительное,正気の丸薬,진정제,Akıl sağlığı hapları,醒脑丸,醒腦丸,Sanity Pillen,χάπια Sanity,Sanity piller,pastile Sanity,sanity Pills,Sanity таблетки,здрав разум Хапчета,sanity piller,Järkipilleri,Sanity Pills
Equipment_GhostWritingBook,Ghost Writing Book,Caderno de Escritas Fantasmas,Libro de escritura fantasma,Fantasma do livro da escrita,Geisterbuch,Livre d'écriture fantomatique,Libro spiritico,Duch psaní Book,Książka dla duchów,Блокнот,ゴーストライティングブック,수첩,Hayalet yazı defteri,鬼魂之书,鬼魂之書,Ghost Writing Book,Φάντασμα Γράφοντας το βιβλίο,Ghost Skrive Book,Fantoma de scriere de carte,Ghost Writing Book,Гострайтінг книги,Ghost писане на книги,Ghost Writing Book,Aavekirjoitus kirja,Ghost írása Book
Equipment_IRLightSensor,Infrared Light Sensor,Sensor Infravermelho,Sensor de luz infrarroja,Infrared Sensor de luz,Infrarot-Lichtsensor,Capteur de lumière infrarouge,Sensore di luce infrarossi,Infračervený senzor Light,Czujnik na podczerwień,Инфракрасный датчик света,赤外線ライトセンサー,적외선 센서,Kızılötesi ışık sensörü,红外线传感器,紅外線感測器,Infrarood Light Sensor,Υπέρυθρο αισθητήρα φωτός,Infrarød lyssensor,Senzor de lumină în infraroșu,Infraröd Ljussensor,Інфрачервоний датчик світла,Инфрачервен светлинен сензор,Infrarødt lys sensor,Infrapunavalo tunnistin,Infravörös Light Sensor
Equipment_ParabolicMicrophone,Parabolic Microphone,Microfone Direcional,Micrófono parabólico,parabólica Microfone,Parabolmikrofon,Microphone parabolique,Microfono direzionale,parabolický mikrofon,mikrofon paraboliczny,Направленный микрофон,パラボリックマイク,마이크로폰,Parabolik mikrofon,收音器,收音器,parabolische microfoon,παραβολικό μικρόφωνο,Parabolic Mikrofon,parabolice microfon,paraboliska mikrofon,параболічний мікрофон,параболичен микрофон,Parabolic Mikrofon,Parabolinen mikrofoni,parabolikus mikrofon
Equipment_Glowstick,Glowstick,Bastão de Luz UV,Barra luminosa,Vareta luminosa,Knicklicht,Bâton lumineux,Barra fluorescente,glowstick,Świecący kij,Неоновая палочка,グロースティック,야광 막대,Parlak çubuk,荧光棒,螢光棒,Gloedstok,glowstick,Glowstick,Glowstick,Ljusstav,хімічне джерело світла,светеща пръчка,Knæklys,Valotikku,Világító rúd
Equipment_HeadMountedCamera,Head Mounted Camera,Câmera de Cabeça,Cámara montada en la cabeza,Cabeça Montada Camera,Kopfkamera,Caméra montée sur la tête,Casco con telecamera,Head Mounted Fotoaparát,Kamera na głowę,Камера с креплением на голову,ヘッドはカメラをマウント,헬멧형 카메라,Kafaya sabitlenen kamera,头戴式摄像机,頭戴式攝像機,Head Mounted Camera,Επικεφαλής τοποθέτησε κάμερα,Hode montert kamera,Montate pe cap Cameră foto,Huvudmonterade kameran,Глава кінної камери,Head Mounted Камера,Leder Mounted Camera,Päähän liitettävä kamera,Head Mounted Camera
EquipmentDesc_EMFReader,The Electro Magnetic Field Reader is a handheld device used to detect fluctuations in electromagnetic fields left behind by paranormal activity. It will beep with increasing volume depending on the amount of activity nearby.,"O Leitor de Campo Eletromagnético é um dispositivo portátil, usado para detectar flutuações nos campos eletromagnéticos deixados para trás por atividade paranormal. Emite um sinal sonoro com volume crescente, dependendo da quantidade de atividade nas proximidades.",El Medidor EMF es un dispositivo portátil que detecta las fluctuaciones en el campo electromagnético causadas por los Fantasmas. El pitido incrementará en relación a la actividad próxima.,"O Electro Magnetic Leitor campo é um dispositivo portátil usado para detectar flutuações na campos eletromagnéticos deixado para trás pela atividade paranormal. Ele emite um sinal sonoro com volume crescente, dependendo da quantidade de atividade nas proximidades.","Der Elektromagnetfeld Reader ist ein Gerät, dass du in der Hand halten kannst um damit Schwankungen im elektromagnetischen Feld festzustellen, die durch paranormale Aktivitäten produziert werden. Bei Aktivität wird es anfangen zu Piepen. Steigt die Aktivität, steigt auch die Lautstärke des Piepens.",Le lecteur de champ électromagnétique est un appareil portable utilisé pour détecter les fluctuations des champs électromagnétiques laissés par l'activité paranormale. Il émettra un bip avec un volume croissant en fonction de la quantité d'activité à proximité.,L'Electro Magnetic Camp Reader è un dispositivo portatile utilizzato per rilevare fluttuazioni dei campi elettromagnetici lasciati da attività paranormali. Esso emette un segnale acustico con l'aumento del volume in funzione della quantità di attività nelle vicinanze.,Electro Magnetic Field Reader je ruční zařízení sloužící k detekci kolísání elektromagnetických polí zanechal paranormální aktivity. To pípne s rostoucí objem v závislosti na množství aktivit v okolí.,Czytnik pola elektromagnetycznego to urządzenie ręczne służące do wykrywania wahań w polach elektromagnetycznych pozostawionych przez aktywność paranormalną. Będzie sygnał dźwiękowy ze wzrostem objętości w zależności od ilości aktywności w pobliżu.,"Датчик ЭДС — устройство, позволяющее обнаружить колебания электромагнитных полей, вызванные паранормальной активностью. Он начнёт издавать всё более громкие звуки по мере приближения к источнику.",エレクトロ磁場Readerは超常活性によって残さ電磁場の変動を検出するために使用されるハンドヘルドデバイスです。これは、近くの活動の量に応じて増加量とビープ音が鳴ります。,초자연적 현상에 의한 전자기장 파동을 감지하는 장비입니다. 주변에 있는 유령의 활동량에 따라 더 큰 소리를 냅니다.,"Elektro Manyetik Alan Okuyucu, paranormal aktivitenin geride bıraktığı elektromanyetik alanlardaki dalgalanmaları tespit etmek için kullanılan elde tutulan bir cihazdır. Yakındaki aktivite miktarına bağlı olarak artan ses seviyesinde bip sesi çıkaracaktır.",电磁场（EMF)读取仪是一种用于探测超自然活动留下的电磁场波动的手持设备。它会随着附近超自然活动的强度而改变读数并发出哔哔声。,電磁場（EMF)讀取儀是一種用於探測超自然活動留下的電磁場波動的手持設備。它會隨著附近超自然活動的強度而改變讀數並發出嗶嗶聲。,"De Electro Magnetic Field Reader is een handheld-apparaat gebruikt voor het detecteren schommelingen van elektromagnetische velden achtergelaten door paranormale activiteit. Het piept met toenemend volume, afhankelijk van de hoeveelheid activiteit in de buurt.",Η Electro Magnetic Field Reader είναι μια φορητή συσκευή που χρησιμοποιείται για την ανίχνευση διακυμάνσεις των ηλεκτρομαγνητικών πεδίων που άφησαν πίσω τους παραφυσική δραστηριότητα. Θα ηχήσει με αυξανόμενη ένταση ανάλογα με το ποσό της δραστηριότητας γύρω από το ξενοδοχείο.,"Den elektromagnetiske felt Reader er en håndholdt enhet som brukes til å detektere variasjoner i elektromagnetiske felt etterlatt av paranormal aktivitet. Det piper med økende volum, avhengig av hvor mye aktivitet i nærheten.","Electro câmp magnetic Reader este un dispozitiv portabil folosit pentru a detecta fluctuațiile în câmpuri electromagnetice lăsate în urmă de activități paranormale. Se va emite un semnal sonor cu un volum tot mai mare, în funcție de volumul de activitate din apropiere.","Electro Magnetic Field Reader är en handhållen anordning som används för att detektera fluktuationer i elektromagnetiska fält som lämnats kvar av paranormal aktivitet. Det piper med ökande volym, beroende på mängden aktivitet i närheten.","Електро Магнітне поле Читач є портативним пристроєм використовується для виявлення коливань в електромагнітних полях, залишених паранормальной активністю. Він буде подавати звуковий сигнал при збільшенні гучності залежно від обсягу діяльності поблизу.","Електро магнитно поле Reader е преносимо устройство се използва за откриване на колебанията в електромагнитни полета, оставени от паранормална активност. Тя ще издаде звуков сигнал, с увеличаване на силата на звука в зависимост от обема на извършената дейност наблизо.","Electro Magnetic Field Reader er en håndholdt enhed, der bruges til at påvise udsving i elektromagnetiske felter efterladt af paranormal aktivitet. Det bipper med stigende volumen afhængigt af mængden af ​​aktivitet i nærheden.",Sähkömagneettisen kentän lukija on kannettava laite joka havaitsee paranormaalien ilmiöiden jättämät sähkömagneettiset kentät. Se piippaa nousevalla voimakkuudella riippuen läheisestä aktiivisuudesta.,Az Electro Magnetic Field Reader egy kézi készülék kimutatására használt ingadozások elektromágneses mezők által hátrahagyott paranormális. Csipog egyre sűrűbben mennyiségétől függően a tevékenység a közelben.
EquipmentDesc_Flashlight,The Flashlight is a basic hunting tool designed to help you when the lights go out.,A lanterna é uma ferramenta básica de caça projetada para ajudá-lo quando as luzes se apagam.,"La Linterna es una herramienta básica, útil cuando se va la luz.",A lanterna é uma ferramenta de caça básico projetado para ajudá-lo quando as luzes se apagam.,"Die Taschenlampe ist ein grundlegendes Jagdwerkzeug, entwickelt um Ihnen zu helfen, wenn die Lichter ausgehen.",La lampe de poche est un outil de chasse de base conçu pour vous aider lorsque les lumières s'éteignent.,La torcia è uno strumento di caccia base progettata per aiutarvi quando le luci si spengono.,"Svítilna je základním lovecký nástroj navržen tak, aby vám pomohl, když zhasnou světla.","Latarka jest podstawowym narzędziem myśliwskim. zaprojektowany, aby pomóc Ci, gdy światła zgasną.","Фонарик — базовый инструмент в инвентаре любого охотника, созданный для освещения тёмных участков.",懐中電灯は、ライトが外出時にあなたを助けるために設計された基本的な狩猟のツールです。,어둠 속에서 빛을 밝혀주는 기본 장비입니다.,"El feneri, ışıklar söndüğünde size yardımcı olmak için tasarlanmış basit bir av aracıdır.",手电筒可以让你摆脱黑暗。,手電筒可以讓你擺脫黑暗。,De zaklamp is een fundamenteel jacht tool ontworpen om u te helpen wanneer de lichten uitgaan.,Ο φακός είναι ένα βασικό εργαλείο το κυνήγι σχεδιαστεί για να σας βοηθήσει όταν τα φώτα σβήνουν.,Lommelykten er et grunnleggende jakt verktøy utviklet for å hjelpe deg når lysene går ut.,Lanterna este un instrument de vânătoare de bază conceput pentru a vă ajuta atunci când se stinge lumina.,Den Ficklampa är ett grundläggande jakt verktyg som hjälper dig när lamporna slocknar.,"Ліхтарик є основним інструментом полювання розроблений, щоб допомогти вам, коли світло гасне.","Фенерчето е основен ловен инструмент, предназначен да ви помогне, когато светлината изгасва.","Den Lommelygte er et grundlæggende jagt redskab til at hjælpe dig, når lyset går ud.",Taskulamppu on perus metsästys työkalu suunniteltu auttamaan sinua kun valot sammuvat.,"A zseblámpa egy alapvető vadászati ​​eszköz célja, hogy segítsen, amikor a lámpák kialszanak."
