key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,da,fi,hu
EquipmentDesc_SanityPills,Sanity Pills will increase your Sanity level therefore they are vital for larger locations as these will allow you to be safer on a contract for longer periods.,"Aumenta o seu nível de sanidade. São vitais para locais maiores, já que permite que você fique seguro durante contratos por um período maior de tempo.",Las Pastillas de cordura son esenciales en lugares grandes para poder alargar su investigación y completar así el contrato.,"Os Comprimidos de Sanidade aumentam o seu nível de Sanidade, portanto, são vitais para locais maiores, pois permitem que você esteja mais seguro em um contrato por períodos mais longos.","Sanity-Pillen verbessern Ihre geistige Gesundheit. In größeren Orten sind sie daher von entscheidender Bedeutung, da Sie sich dadurch sicherer in Auftragsgebieten mit großer Fläche und hoher Aufenthaltszeit bewegen können.","Les pilules calmantes augmenteront votre niveau de santé mentale, elles sont donc vitales pour les grands sites car elles vous permettront d'être plus en sécurité avec un contrat pendant de plus longues périodes.","I Calmanti alzeranno il tuo livello di Sanità Mentale, sono di vitale importanza per le investigazioni presso aree più grandi in quanto ti permetteranno di restare mentalmente sano più a lungo.","Pilulky na příčetnost zvyšují hladinu příčetnosti a jsou proto životně důležité ve větší lokacích, protože vám umožní být v bezpečí na misi po delší dobu.","Pigułki zwiększą twój poziom zdrowia psychicznego. Są one niezbędne w większych miejscach, ponieważ pozwolą Ci być bezpieczniejszym przez dłuższy czas.","Успокоительное восстановит ваш Рассудок и очень пригодится при исследовании больших территорий, позволяя вам дольше оставаться в безопасности.","正気度を回復できる医薬品。
調査に長い時間を用する広いマ
ップでは必須アイテムだ。",진정제는 정신력을 회복시켜 넓은 장소에서도 오랫동안 안전하게 해줍니다.,"Akıl sağlığı hapları, Akıl sağlığı seviyenizi artıracaktır, bu nedenle daha uzun süreli bir iş üzerinde daha güvenli olmanızı sağlayacağından, daha büyük yerler için hayati önem taşımaktadır.","醒脑丸会提高你的理智值，
因此它可以延长你的探索时间。","醒腦丸會提高你的理智值，
因此它可以延長你的探索時間。",Pillen voor geestelijke gezondheid zullen je verstandsniveau verhogen. Ze zijn om die reden vitaal voor grote locaties aangezien ze je verstand hoog houden.,Τα χάπια διανοητικής υγείας θα αυξήσουν το επίπεδο του Sanity σας επομένως είναι ζωτικής σημασίας για τις μεγαλύτερες τοποθεσίες οι οποίες θα επιτρέψουν σε σας να είστε ασφαλέστεροι σε μια σύμβαση για τις πιό μακροχρόνιες περιόδους.,"Lykkepiller vil øke din mentale tilstand. De er derfor avgjørende for større steder, siden disse vil tillate deg å være tryggere på en lokasjon for lengre perioder.","Pastilele pentru sanatate mintala va cresc nivelul de sanatate mintala, prin urmare, acestea sunt vitale pentru locații mai mari, deoarece acestea vă va permit să fiti mai în siguranță pe un contract pentru perioade mai lungi.","Stabilliseringspiller ökar din Mentala Stabilitet, därför är de viktiga för större platser eftersom de gör att du kan vara säkrare på ett kontrakt under längre perioder.","Заспокійливе відновить вашу Розсудливість. Особливо стане в пригоді при дослідженні великих територій, дозволяючи вам довше залишатися в безпеці.","Здравословните Хапчета ще повишат вашето ниво на здрав разум, поради което те са жизненоважни за по-големи места, тъй като те ще ви позволят да бъдете по-сигурни на договор за по-дълги периоди.","Tilregnelighed piller vil øge din Sanity niveau de er derfor af afgørende betydning for større lokationer, da disse vil give dig mulighed for at være sikrere på en kontrakt i længere perioder.","Järkipillerit auttavat sinua nostamaan järkesi tasoa, jonka takia ne ovat elintärkeitä suuremmissa paikoissa, koska ne tekevät pidemmät työsopimukset turvallisemmiksi.","A nyugtató segít fenntartani a józansági szinted, ezáltal tovább tudsz biztonságban maradni a nagyobb helyeken is."
EquipmentDesc_GhostWritingBook,"Also known as automatic writing, if you place this book near a Ghost it will allow certain Ghosts to write on it.","Também conhecida como escrita automática, se você colocar este livro perto de um fantasma, ele permitirá que certos fantasmas o escrevam.",El libro de escritura fantasma permite que los Fantasmas se comuniquen a través de él.,"Também conhecido como escrita automática, se você colocar este livro perto de um Fantasma, ele permitirá que certos Fantasmas escrevam nele.","Auch als automatisches Schreiben bekannt. Wenn Sie dieses Buch in der Nähe von einem Geist platzieren, wird es bestimmten Geistern ermöglicht, Ihnen eine Nachricht zu hinterlassen.","Aussi connue sous le nom d'écriture automatique, si vous placez ce livre près d'un fantôme cela lui permettra peut-être d'écrire dessus.","Chiamato anche scrittura automatica, se questo libro viene posizionato vicino a un Fantasma, consentirà ad alcuni di essi di scriverci sopra.","Také známý jako automatický zápisník, umístíte-li tuto knihu do blízkosti Ducha, umožní to některým Duchům do něj psát.","Znany również jako pismo automatyczne. Jeśli umieścisz ten notatnik w pobliżu ducha, pozwoli niektórym zostawić w nim wiadomość.
","Некоторые виды призраков могут общаться посредством письма в блокноте, если тот расположить неподалёку. Данный процесс называют автоматическим письмом.","オートライティングという超常
現象を誘発する白紙の本。
この本をゴーストの近くに設置
すると、特定のゴーストがメッ
セージを書き込むことがある。",유령 근처에 내려놓아 사용할 수 있습니다. 일부 유령은 수첩에 그림을 그립니다.,"Hayalet yazı kitabı olarak da bilinen bu kitabı bir hayaletin yanına koyarsanız, bazı hayaletlerin üzerine yazmasına izin verirsiniz.","如果你把书放在鬼魂附近，
书上可能就会显现笔迹。","如果你把書放在鬼魂附近，
書上可能就會顯現筆跡。","Als je dit boek in de buurt van een geest plaatst, kunnen bepaalde geesten er in schrijven.","Επίσης γνωστό ως αυτόματη γραφή, αν τοποθετήσετε αυτό το βιβλίο κοντά σε ένα φάντασμα θα επιτρέψει σε ορισμένα φαντάσματα να γράψουν σε αυτό.",Plasser denne i nærheten av spøkelser. Enkelte spøkelser kan tegne eller skrive i den.,"De asemenea cunoscut sub numele de scriere automată, dacă plasați această carte lângă o fantomă va permite anumitor fantome să scrie pe ea.","Även känd som automatisk skrift, om du placerar den här boken nära ett spöke kommer det att tillåta vissa spöken att skriva på den.","Деякі види привиди можуть спілкуватися за допомогою звичайного аркуша в блокноті, якщо той розташувати неподалік. Даний процес називають автоматичним письмом.","Известно също като автоматично писане, ако поставите тази книга близо до призрак, тя ще позволи на някои призраци да пишат върху нея.","Også kendt som automatskrift, hvis du placerer denne bog i nærheden af ​​en Ghost det vil give visse Ghosts til at skrive på den.","Tunnetaan myös automaattikirjoituksena. Jos laitat tämän kirjan aaveen lähelle, niin se antaa tiettyjen aaveiden kirjoittaa siihen.","Vannak szellemtípusok, melyek képesek írni a könyvbe. Érdemes abban a szobában elhelyezni, ahol a legaktívabb a szellem."
EquipmentDesc_IRLightSensor,"An infrared motion sensor that detects both human and paranormal movement, when set off it will illuminate the surrounding area with a bright light.","Um sensor infravermelho que detecta movimento de humanos e paranormais, quando acionado irá iluminar a área com uma luz brilhante.","Un Sensor de luz infrarroja es empleado para detectar movimiento paranormal y humano, una vez colocado empezará a iluminar los alrededores con una luz brillante.","Um Sensor Infravermelho que detecta o movimento humano e paranormal, quando acionado iluminará a área circundante com uma luz brilhante.","Ein Infrarot-Bewegungssensor, der sowohl menschliche als auch paranormale Bewegungen feststellt. Wenn er ausgelöst wird, dann beleuchtet er die Umgebung mit einem hellen Licht.","Un capteur de mouvement infrarouge qui détecte les mouvements humains et paranormaux, lorsqu'il est activé, il illumine la zone environnante avec une lumière vive.","Un sensore che rileva movimento paranormale ed umano e, quando impostato off, illumina la zona circostante con una forte luce.","Infračervený snímač pohybu, který detekuje jak lidské, tak i paranormální pohyby. Když je spuštěný, osvětlí okolí jasným světlem.","Czujnik ruchu w podczerwieni, który wykrywa zarówno ruch człowieka, jak i ruch paranormalny. Po włączeniu oświetli okolicę jasnym światłem.","Инфракрасный датчик засекает перемещения людей и призраков. При срабатывании, он освещает окружающую территорию ярким светом.","人間とゴーストの両方を検出で
きる動体感知ライト。何らかの
動きを検出すると明るい光で周
囲を照らす。",주변 지역을 밝혀 사람과 유령의 움직임을 감지할 수 있습니다.,"Hem insan hem de doğaüstü hareketleri algılayan bir kızılötesi hareket sensörü, yola çıktığında çevredeki alanı parlak bir ışıkla aydınlatacaktır.","可以检测人类和超自然生物的活动，
触发后将照亮周围的区域。","可以檢測人類和超自然生物的活動，
觸發後將照亮周圍的區域。","Een infrarood bewegingssensor die zowel menselijke als paranormale bewegingen detecteert, zal bij activering de omgeving verlichten met een helder licht.","Ένας υπέρυθρος αισθητήρας κίνησης που ανιχνεύει τόσο την ανθρώπινη όσο και την παραφυσική κίνηση, όταν εντωπίσει κάτι θα φωτίσει τη γύρω περιοχή με ένα έντονο φως.",En Infrarød Lyssensor lyser opp området med et sterkt lys om den oppdager bevegelser.,"Un senzor infraroșu de mișcare, care, când detectează atât mișcarea umană, cât și mișcarea paranormală, va afișa o lumină puternică.","En infraröd rörelsesensor som upptäcker både mänsklig och paranormal rörelse, när någon rörelse stör den, kommer den att belysa omgivningen med ett starkt ljus.","Інфрачервоний датчик засікає переміщення людей і привидів. При спрацьовуванні, він моментально освітлює навколишню територію яскравим світлом.","Инфрачервен сензор за движение, който открива както човешкото, така и паранормалното движение, когато се включи, той ще освети околната зона с ярка светлина.","En infrarød bevægelsessensor, der registrerer både menneskelige og paranormale bevægelse, når sæt off det vil belyse det omkringliggende område med et klart lys.","Infrapuna-anturi tunnistaa ihmisen, sekä paranormaalin liikehdinnän. Laukaistuaan se valaisee ympäröivän alueen kirkkaalla valolla.",Az infravörös-mozgásérzékelő érzékeli az emberi és a természetfeletti lények mozgását is. Aktiválódáskor megvilágítja a körülötte lévő területet.
EquipmentDesc_ParabolicMicrophone,A Parabolic Microphone can detect sound through walls and at a great distance. This is a portable version of the sound sensor.,Um Microfone Direcional pode detectar o som através de paredes a uma grande distância. Esta é uma versão portátil do sensor de som.,Un micrófono parabólico detecta sonido a través de las paredes y opera a gran distancia. Es la versión portatil del Sensor de sonido.,Um Microfone Parabólico pode detectar som através das paredes e a uma grande distância. Esta é uma versão portátil do sensor de som.,Ein Parabolmikrofon kann Schall durch Wände und in großer Entfernung erfassen. Dies ist eine tragbare Version des Schallsensors.,Un microphone parabolique peut détecter le son à travers les murs et à une grande distance. Il s'agit d'une version portable du capteur sonore.,Il Microfono Direzionale può rilevare suoni attraverso le pareti ed a grande distanza. Una versione portatile del Sensore Sonoro.,Parabolický mikrofon dokáže detekovat zvuk skrz zdi a na velkou vzdálenost. Jedná se o přenosnou verzi snímače zvuku.,Mikrofon paraboliczny może wykrywać dźwięk przez ściany i z dużej odległości. Jest to przenośna wersja czujnika dźwięku.,Направленный микрофон записывает звук даже через стены или на большой дистанции. Это переносной аналог датчика звука.,"壁越しの音や遠くの音を検知出
来る指向性マイク。
サウンドセンサーを携帯できる
ようにしたもの。",벽 너머나 먼 거리에서도 소리를 감지할 수 있게 해줍니다. 휴대가 가능한 사운드 센서입니다.,Parabolik mikrofon duvarlardan ve büyük bir mesafeden sesi algılayabilir. Bu ses sensörünün bir taşınabilir sürümüdür.,"收音器可以穿墙检测到声音。
相当于便携版声音传感器。","收音器可以穿牆檢測到聲音。
相當於便攜版聲音感測器。",Een parabolische microfoon kan geluid door muren en op grote afstand detecteren. Dit is een draagbare versie van de geluidssensor.,Ένα παραβολικό μικρόφωνο μπορεί να ανιχνεύσει τον ήχο μέσω των τοίχων και σε μεγάλη απόσταση. Αυτή είναι μια φορητή έκδοση του αισθητήρα ήχου.,En Parabol Mikrofon kan registere lyd gjennom vegger og over store avstander. En bærbar versjon av Lyd Sensoren.,Un microfon parabolic poate detecta sunetul prin pereți de la o distanță mare. Aceasta este o versiune portabilă a senzorului de sunet.,En parabolmikrofon kan upptäcka ljud genom väggar och på långt håll. Detta är en bärbar version av ljudsensorn.,Направлений мікрофон записує звук навіть через стіни або на великій дистанції. Це переносний аналог датчика звуку.,Параболичният микрофон може да открива звук през стени и на голямо разстояние. Това е преносима версия на звуковия сензор.,En Parabolsk mikrofon kan registrere lyd gennem vægge og på stor afstand. Dette er en bærbar version af lyden sensor.,"Parabolinen mikrofoni joka havaitsee äänet seinien läpi, sekä pitkiltä etäisyyksiltä. Tämä on kannettava versio äänisensorista.","A parabolikus mikrofon a falakon keresztül, illetve jóval távolabb is érzékeli a hangokat. A hangérzékelő hordozható változata."
EquipmentDesc_Glowstick,A Glowstick can be used to help navigate in larger locations or used as an area UV Light.,O Bastão de Luz pode ser usado para ajudar a se locomover em locais maiores. Também pode ser usado como uma luz UV em área.,"Una Barra luminosa es empleada para iluminar habitaciones, también funciona como una luz ultravioleta.",Um Bastão de Luz UV pode ser usado para ajudar a navegar em locais maiores ou usado como uma Luz UV em área.,"Ein Knicklicht kann dazu verwendet werden, um sich an größeren Orten besser zu Orientieren oder als UV-Flächenlicht verwendet werden.",Un bâton lumineux peut être utilisé pour aider à naviguer dans des endroits plus grands ou utilisé comme une lumière UV de zone.,I Glowstick possono essere utilizzati per ispezionare luoghi grandi o come luce UV ad area.,"Svítící tyčky mohou být použity pro navigaci ve větších lokacích,  nebo použity jako oblast UV světla.",Światło chemiczne może być używane do nawigacji w większych miejscach lub do oświetlania obszaru światłem UV.,Неоновая палочка может заменить УФ-фонарик или обычный фонарь.,"広い場所で目印として使用した
り設置型の簡易UVライトとして
使用したりできる光源。",주변을 밝혀주고 자외선 라이트처럼 사용할 수 있습니다.,"Daha büyük yerlerde gezinmeye yardımcı olmak için bir ""parlak çubuk"" kullanılabilir veya bir alan UV ışığı olarak kullanılabilir.","荧光棒在大图可能很有用，
也可以当成紫外线手电筒使用。","螢光棒在大圖可能很有用，
也可以當成紫外線手電筒使用。",Een Glowstick kan worden gebruikt om te helpen navigeren op grotere locaties of worden gebruikt als UV-licht in een kleine omgeving.,Ένα Glowstick μπορεί να χρησιμοποιηθεί για να σας βοηθήσει να πλοηγηθείτε σε μεγαλύτερες θέσεις ή να χρησιμοποιηθεί ως UV Light περιοχής.,Lyststav kan brukes både som lommelykt og UV-Lys.,Un băț fosforescent poate fi folosit pentru navigarea în locații mai mari sau folosite ca o zonă de lumină UV.,En ljusstav kan användas för att navigera på större platser eller användas som ett UV-ljusområde.,Неонова паличка використовується для маркування та полегшення орієнтування у великому просторі. Також може замінити УФ-ліхтарик.,"Светещата пръчка може да се използва, за да помогне за навигация в по-големи места или да се използва като UV светлина.",En Glowstick kan bruges til at hjælpe navigere i større lokaliteter eller anvendes som et område UV-lys.,Valotikkua voidaan käyttää navigoimaan suurempia alueita tai käyttämään alueellisena UV-valona.,"Segítségével nagyobb helyeken is könnyedén navigálhatunk, vagy használhatjuk UV-fényként is."
EquipmentDesc_HeadMountedCamera,A Head Mounted Camera can be used to help teams track each other and to see Ghost Orbs.,A Câmera de Cabeça pode ser usada para ajudar às equipes a rastrearem uns aos outros e localizar Orbes Fantasmas.,La Cámara montada en la cabeza puede ayudar a tu equipo a localizar Orbes.,Uma Câmera Montada na Cabeça pode ser usada para ajudar os membros da equipa a rastrearem-se uns aos outros e para ver os Orbes Fantasmas.,Eine Kopfkamera kann vom Team zum Überwachen genutzt werden und mobilisiert die Suche nach Geisterorbs.,Une caméra frontale peut être utilisée pour aider les équipes à se suivre et à voir les orbes fantomatiques.,Può essere utilizzata per rintracciare le Sfere di Luce e per ritrovarsi l'un l'altro tra i membri della squadra.,Čelová kamera může být použita jako pomoc týmům sledovat sebe navzájem a spatřit přízračné Orby.,"Kamera montowana na głowie która może być używana, aby pomóc zespołom śledzić siebie nawzajem i zobaczyć Orby.","Камера с креплением на голову может использоваться чтобы помочь командам следить друг за другом, а также замечать призрачные огоньки.","頭に装着する小型のビデオカメラ。
チームメンバーの動きをトラッキ
ングできるほか、ゴーストオーブ
などをビデオ越しに監視すること
ができる。",팀원들끼리 서로의 위치를 알 수 있도록 해주고 고스트 오브를 탐지할 수 있게 됩니다.,"Başa takılabilen kamera, ekiplerin birbirlerini izlemelerine ve hayalet küreleri görmelerine yardımcı olmak için kullanılabilir.","头戴式摄像机可帮助团队找到彼此
，并看到灵球。","頭戴式攝像機可幫助團隊找到彼此，
並看到靈球。",Een Hoofdcamera kan worden gebruikt om teams te helpen elkaar te volgen en Geestbollen te zien.,Μια κάμερα με βάση το κεφάλι μπορεί να χρησιμοποιηθεί για να βοηθήσει τις ομάδες να παρακολουθούν η μία την άλλη και να βλέπουν τα Ghost Orbs.,Fungerer likt som Videokamera. Nyttig til å finne Spøkelseskuler.,Un aparat foto montat pe cap poate fi folosit pentru a urmări purtatorii și pentru a detecta sfere paranormale,En huvudmonterad kamera kan användas för att hjälpa lag att spåra varandra och för att se Spök Klot.,"Камера з кріпленням на голову може використовуватися, щоб допомогти команді стежити один за одним, а також знайти примарні вогники.","Камера, монтирана на глава, може да се използва, за да помогне на екипите да се проследят един друг и да видят Ghost Orbs.",En chef Mounted kamera kan bruges til at hjælpe teams spore hinanden og at se Ghost kugler.,"Päähän liitettävä kameraa voidaan käyttää auttamaan ryhmiä seuraamaan toisiansa, sekä näkemään aavepalloja.","A sportkamera segítségével a csapattársak könyebben megtalálhatják egymást, valamint képes kimutatni a szellemgömböket is."
WhiteBoard_Objectives,Optional Objectives,Objetivos Opcionais,Objetivos opcionales,Objetivos Opcionais,Optionale Ziele,Objectifs optionnels,Obiettivi Opzionali,Volitelné cíle,Cele dodatkowe,Задачи,ミッションリスト,추가 목표,Opsiyonel Hedefler,可选任务,可選任務,Optionele doelen,Προαιρετικοί Στόχοι,Valgfrie Oppgaver,Obiective opționale,valfria mål,Завдання контракту,Допълнителни цели,Valgfri mål,Valinnaiset tavoitteet,Teljesíthető feladatok
WhiteBoard_Warning,SOME OBJECTIVES ONLY COMPLETE WHEN YOU LEAVE,ALGUMAS MISSÕES APENAS CONCLUEM QUANDO SAIR,ALGUNAS MISIONES SE COMPLETARÁN AL TERMINAR,ALGUMAS MISSÕES SÓ COMPLETAM QUANDO VOCÊ SAI,"EINIGE MISSIONEN WERDEN NUR ABGESCHLOSSEN, WENN SIE WEGFAHREN",CERTAINES MISSIONS SONT TERMINÉES UNIQUEMENT LORSQUE VOUS PARTEZ,ALCUNE MISSIONI VENGONO COMPLETATE SOLO QUANDO TE NE VAI,NĚKTERÉ CÍLE SE SPLNÍ AŽ PO ODCHODU,NIEKTÓRE MISJE KOŃCZĄ SIĘ DOPIERO PO ODJEŹDZIE,"Чтобы завершить контракт, закройте дверь фургона.",一部ミッションは帰還してからでなければ完了できません。,일부 목표는 게임을 떠날 때 완료됩니다.,BAZI GÖREVLER SADECE AYRILDIĞINIZDA TAMAMLANIR.,一些任务只能在你离开房屋后完成,一些任務只能在你離開房屋後完成,SOMMIGE DOELEN WORDEN ALLEEN VOLTOOID WANNEER JE WEGGAAT,ΜΕΡΙΚΟΙ ΣΤΟΧΟΙ ΟΛΟΚΛΗΡΩΝΟΝΤΕ ΜΟΝΟ ΟΤΑΝ ΦΕΥΓΕΤΕ,Noen oppgaver kan KUN fullføres når du FORLATER OMRÅDET,UNELE OBIECTIVE SUNT COMPLETATE NUMAI ATUNCI CÂND PLECI.,NÅGRA MÅL SLUTFÖRS BARA NÄR DU LÄMNAR,"ДЕЯКІ ЗАВДАННЯ ВИКОНУЮТЬСЯ ЛИШЕ ПІСЛЯ ТОГО, ЯК ВИ ЗАКРИЄТЕ ДВЕРІ ФУРГОНУ","НЯКОИ ЦЕЛИ СЕ ЗАВЪРШВАТ, КАТО НАПУСНЕТЕ","NOGLE MÅL eneste komplette, når du forlader",JOTKUT TEHTÄVÄN SUORIUTUVAT VAIN KUN LÄHDET,"BIZONYOS FELADATOK CSAK AKKOR TELJESÜLHETNEK, MIKOR MÁR ELHAGYTAD A HELYSZÍNT."
WhiteBoard_Objective,Objective,Objetivo,Objetivo,Objetivo,Ziel,Objectif,Obiettivo,Cíle,Cel,Цель,目標,목표,Hedef,任务,任務,Doel,Στόχος,Oppgave,Obiectiv,Uppdrag,Завдання,Цел,Objektiv,Tavoite,Feladat
WhiteBoard_FirstSentence,I've done some more investigating for you. Looks like the ghost's name is,Eu fiz mais algumas investigações para você. Parece que o nome do fantasma é,He investigado un poco por ti. Parece que el Fantasma se llama,Eu fiz mais algumas investigações para você. Parece que o nome do fantasma é,Ich habe für Sie einige weitere Untersuchungen durchgeführt. Sieht aus als wäre der Name des Geistes,J'ai fait quelques recherches supplémentaires pour vous. On dirait que le nom du fantôme est,Ho fatto un po' di indagini per te. Sembra che il nome del Fantasma sia,"Pro tebe jsem trochu víc zapátral. Vypadá to, že jméno Ducha je","Zdobyłem dla was trochę więcej informacji. Wygląda na to, że duch ma na imie","Я узнал ещё кое-что. При жизни, призрака звали",ミッション目標の情報を調べておいた。今回のゴーストの名前は,"좀 더 구체적인 조사 내용에 따르면, 유령의 이름은",Senin için biraz araştırma yaptım. Görünüşe göre hayaletin adı:,我已经做了一些调查。这里的鬼的名字叫,我已經做了一些調查。這裡的鬼的名字叫,Ik heb wat meer onderzoek gedaan om erachter te komen wat de naam van de geest is. De naam van de geest is,Έκανα λίγη περισσότερη έρευνα για εσάς. Φαίνεται ότι το όνομα του φαντάσματος είναι,Jeg har gjort litt mer undersøkelser for deg. Navnet til spøkelset er : ,Am mai investigat puțin pentru voi. Se pare că numele fantomei este,Jag har undersökt en del mer åt dig. Ser ut som spökets namn är,"Я дізнався ще дещо. При житті, привида звали","Направих още няколко разследвания за вас. Изглежда, че името на призрака е",Jeg har gjort nogle mere undersøge for dig. Ligner spøgelse navn er,Olen etsinyt sinulle vähän lisää tietoa. Näyttää siltä että aaveen nimi on,"Pár dolgot már megtudtam a kísértetről. Úgy tűnik, hogy a neve "
WhiteBoard_GhostResponse1,This Ghost also seems to respond to everyone.,Este Fantasma parece responder a todos.,Este Fantasma se comunica con todos.,Este fantasma também parece responder a todos.,Dieser Geist scheint sowohl auf Gruppen als auch auf jemand der allein ist zu antworten.,Ce fantôme semble également répondre à tout le monde.,Inoltre questo Fantasma sembra rispondere a tutti.,"Zdá se, že tento Duch reaguje na každého.",Ten Duch wydaje się odpowiadać każdemu.,"Этот призрак отвечает всем, кто пытается с ним связаться.",このゴーストは集団にも反応するらしい。,이 유령은 누구에게나 응답합니다.,Bu hayaletin herkese cevap verdiği söyleniyor.,它似乎可以回应所有人。,它似乎可以回應所有人。,Deze geest lijkt ook op iedereen te reageren.,Αυτό το φάντασμα φαίνεται επίσης να ανταποκρίνεται σε όλους.,Dette spøkelset svarer alle.,"Această fantomă, de asemenea, pare să răspundă la toată lumea.",Detta Spöke verkar också svara på alla.,"Цей привид відповідає всім, хто намагається з ним зв'язатися.",Този призрак също изглежда да отговаря на всички.,Denne Ghost synes også at reagere på alle.,Tämä aave myös näyttää vastaavan kaikille.,"Ha minden igaz, akkor mindenkinek válaszol."
WhiteBoard_GhostResponse2,This Ghost also seems to only respond to people who are alone.,Este Fantasma parece responder apenas às pessoas que estão sozinhas.,Este Fantasma solo se comunicará con las personas que estén a solas.,Este fantasma também parece responder apenas às pessoas que estão sozinhas.,Dieser Geist scheint nur auf Personen die allein sind zu antworten.,Ce fantôme semble également ne répondre qu'aux personnes seules.,Inoltre questo Fantasma sembra rispondere soltanto alle persone da sole.,"Zdá se, že tento Duch reaguje na lidi, kteří jsou o samotě.","Wydaje się, że ten Duch odpowiada tylko osobom, które są w samotności.",Этот призрак может ответить вам только наедине.,このゴーストは単独行動をしている者にしか反応しないらしい。,이 유령은 혼자 있는 사람에게만 응답합니다.,Bu hayaletin sadece yalnız olanlara cevap verdiği söyleniyor.,它似乎只回应单独的人。,它似乎只回應單獨的人。,Deze geest lijkt alleen te reageren op mensen die alleen zijn.,Αυτό το φάντασμα φαίνεται επίσης να ανταποκρίνεται μόνο σε άτομα που είναι μόνα.,Dette spøkelset svarer bare folk som er alene.,"Această fantomă, de asemenea, pare să răspundă la persoanele care sunt singure.",Detta spöke verkar också bara svara på människor som är ensamma.,Цей привид може відповісти вам лише наодинці.,"Това Ghost също изглежда само отговори на хора, които са сами.","Denne Ghost synes også at kun reagere på mennesker, der er alene.",Tämä aave näyttää vastaavan vain ihmisille jotka ovat yksin.,"Ha minden igaz, csak olyan embernek válaszol, aki egyedül van a szobában."
WhiteBoard_GhostResponse3,"We are unsure if the ghost responds alone or to a group, you will have to discover it yourself.","Não sabemos se o fantasma responde quando está sozinho ou em grupo, você terá que descobrir por conta própria.",No estamos seguros de si el fantasma se comunica con personas que estén a solas o en grupos. Descúbrelo por tu cuenta.,"Não sabemos se o fantasma responde quando está sozinho ou em grupo, você terá de descobrir por si mesmo.","Wir können nicht sagen, ob der Geist auf Einzelpersonen oder Gruppen reagiert. Sie müssen das vor Ort herausfinden.","Nous ne savons pas si le fantôme répond aux personnes seules ou aux groupes, vous devrez le découvrir vous-même.",Dovrai scoprire se il Fantasma risponde a tutti o soltanto a chi è da solo.,"Nejsme si jisti, zda duch reaguje na skupinu, nebo když je někdo sám.","Nie jesteśmy pewni czy Duch odpowiada samotnym czy całej grupie, będziesz musiał to odkryć.","Нам не удалось выяснить, отвечает ли призрак всем подряд, или же только одиночкам.",このゴーストが単独あるいは集団のどちらに反応するかは分かっていない。,이 유령은 누구에게 응답을 해주는지 밝혀진 바 없습니다.,Hayaletin yalnızlara mı yoksa bir gruba mı cevap verdiği bilinmiyor. Bunu kendiniz keşfetmek zorunda kalacaksınız.,你要探明鬼魂回应单人还是多人。,你要探明鬼魂回應單人還是多人。,"We weten het niet zeker of de geest reageert op groepen of mensen die alleen zijn, je zal er zelf achter moeten komen.","Δεν είμαστε σίγουροι αν το φάντασμα ανταποκρίνεται όταν είστε μόνοι ή σε ομάδα,θα χρειαστεί να το ανακαλύψετε μόνοι σας","Vi er usikker på om spøkelset reagerer alene eller i en gruppe, må du oppdage det selv.","Nu ne putem da seama dacă fantoma răspunde unei singure persoane sau intregului grup, va trebui să vă dați voi seama de asta.","Vi är osäker på om spöket svarar ensam eller till en grupp, måste du upptäcka det själv.","Вам доведеться з'ясувати, чи відповідає Привид всім підряд, або ж тільки одинакам.","Ние сме сигурни дали призракът отговаря самостоятелно или в група, ще трябва да го открие себе си.","Vi er i tvivl om spøgelset reagerer alene eller til en gruppe, bliver du nødt til at opdage det selv.","Olemme varma, onko haamu vastaa yksin tai ryhmään, sinun täytyy löytää se itse.","Nem tudjuk, hogy a szellem csak egyedül tartózkodó embereknek válaszol, vagy csoportnak is. Ezt nektek kell kiderítenetek."
